comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count
UgzgCUhntOpGocOqJtt4AaABAg.AHbPkYOWFS4AHfC1GIYMlF,__OwHjFkTuk,reply,UgzgCUhntOpGocOqJtt4AaABAg,@sharf_round,http://www.youtube.com/@sharf_round,"@@이연서-f4e 아니 님한테 그런게 아니에요.,   제 윗사람한테 한얘기에요 ;",0,2025-05-03T16:34:01Z,2025-05-03T16:34:01Z,0
UgzgCUhntOpGocOqJtt4AaABAg.AHbPkYOWFS4AHfCITR-lNX,__OwHjFkTuk,reply,UgzgCUhntOpGocOqJtt4AaABAg,@이연서-f4e,http://www.youtube.com/@%EC%9D%B4%EC%97%B0%EC%84%9C-f4e,@@sharf_round 앗….! 네….,1,2025-05-03T16:36:22Z,2025-05-03T16:36:22Z,0
UgzgCUhntOpGocOqJtt4AaABAg.AHbPkYOWFS4AHfKXc_d8yQ,__OwHjFkTuk,reply,UgzgCUhntOpGocOqJtt4AaABAg,@aiden31-y1y,http://www.youtube.com/@aiden31-y1y,😊,0,2025-05-03T17:48:20Z,2025-05-03T17:48:20Z,0
Ugw3a0t35DpVcoDfpXV4AaABAg,__OwHjFkTuk,main_comment,,@조조-r3n,http://www.youtube.com/@%EC%A1%B0%EC%A1%B0-r3n,아 인간님..PTSD와요...전형적인 빡친 민원인 톤이다,4,2025-05-04T05:28:11Z,2025-05-04T05:28:11Z,0
UgzaE9orZegZ83BeLr94AaABAg,__OwHjFkTuk,main_comment,,@이지호-w8w,http://www.youtube.com/@%EC%9D%B4%EC%A7%80%ED%98%B8-w8w,Ai 시리즈 재밌네 ㅋㅋㅋㅋㅋㅋ 이거 더해줘,42,2025-05-02T02:02:53Z,2025-05-02T02:02:53Z,0
UgycnxE6LbfTBiGh8-Z4AaABAg,__OwHjFkTuk,main_comment,,@peterchung4088,http://www.youtube.com/@peterchung4088,스미마셍 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 미쳤나 ㅋㅋㅋㅋ🤣🤣,0,2025-06-30T06:59:18Z,2025-06-30T06:59:18Z,0
UgxEEqiFiGcAGIHxOad4AaABAg,__OwHjFkTuk,main_comment,,@minchuolkim-fb5we,http://www.youtube.com/@minchuolkim-fb5we,ㅎㅎ 😂😂  재밌구나 아임소리 쓰미마셍😅,1,2025-07-06T10:57:58Z,2025-07-06T10:57:58Z,0
UgzBCcS1zIGknguBfuR4AaABAg,__OwHjFkTuk,main_comment,,@heemoon5604,http://www.youtube.com/@heemoon5604,아 준나 웃기넼ㅋㅋㅋㅋㅋㅋ 자강두천이다 진짴ㅋㅋㅋ,227,2025-04-30T09:09:51Z,2025-04-30T09:09:51Z,0
Ugxbtkkn24Z9tgZxaix4AaABAg,__OwHjFkTuk,main_comment,,@woowoi,http://www.youtube.com/@woowoi,&quot;름버&quot;는 일반적으로 &quot;Cilember Waterfall&quot; (실름버 폭포)를 뜻하는 인도네시아어에서 유래한 단어입니다. 특히 보고르 지역의 실름버 폭포를 언급할 때 사용됩니다,1,2025-06-05T16:23:36Z,2025-06-05T16:23:36Z,0
UgzWXnPYf5dzgEjStVV4AaABAg,__OwHjFkTuk,main_comment,,@쓰윤-r5i,http://www.youtube.com/@%EC%93%B0%EC%9C%A4-r5i,ㅋㅋㅋㅋㅋ AI가 지구정복할때 가장 먼저 뒤질 사람 1순위 ㅋㅋㅋㅋㅋㅋ,1330,2025-04-30T18:29:12Z,2025-04-30T18:29:35Z,10
UgzWXnPYf5dzgEjStVV4AaABAg.AHYfpEwAXGwAHbqp0Oiy0P,__OwHjFkTuk,reply,UgzWXnPYf5dzgEjStVV4AaABAg,@조충현-CCH,http://www.youtube.com/@%EC%A1%B0%EC%B6%A9%ED%98%84-CCH,스미마센,84,2025-05-02T09:22:15Z,2025-05-02T09:22:15Z,0
UgzWXnPYf5dzgEjStVV4AaABAg.AHYfpEwAXGwAHbsym64dAr,__OwHjFkTuk,reply,UgzWXnPYf5dzgEjStVV4AaABAg,@heyyoon6964,http://www.youtube.com/@heyyoon6964,@@조충현-CCHㅁㅊ ㅋㅋㅋㅋ,2,2025-05-02T09:41:03Z,2025-05-02T09:41:03Z,0
UgzWXnPYf5dzgEjStVV4AaABAg.AHYfpEwAXGwAHcIc-Fy45L,__OwHjFkTuk,reply,UgzWXnPYf5dzgEjStVV4AaABAg,@마이꾸미-f5z,http://www.youtube.com/@%EB%A7%88%EC%9D%B4%EA%BE%B8%EB%AF%B8-f5z,엄 .......,1,2025-05-02T13:33:52Z,2025-05-02T13:33:52Z,0
UgzWXnPYf5dzgEjStVV4AaABAg.AHYfpEwAXGwAHdJ98Xol0k,__OwHjFkTuk,reply,UgzWXnPYf5dzgEjStVV4AaABAg,@진풍백-o1m,http://www.youtube.com/@%EC%A7%84%ED%92%8D%EB%B0%B1-o1m,스마미셍 하면 더 웃길듯,0,2025-05-02T22:57:46Z,2025-05-02T22:57:46Z,0
UgzWXnPYf5dzgEjStVV4AaABAg.AHYfpEwAXGwAHdpAVTRoAR,__OwHjFkTuk,reply,UgzWXnPYf5dzgEjStVV4AaABAg,@집사냥-d6w,http://www.youtube.com/@%EC%A7%91%EC%82%AC%EB%83%A5-d6w,Ai한테 이렇게 화내는 사람 첨봄 ㅋ,2,2025-05-03T03:46:19Z,2025-05-03T03:46:19Z,0
Ugxi6ugad797nvvTwEV4AaABAg,__OwHjFkTuk,main_comment,,@youngsangkim3705,http://www.youtube.com/@youngsangkim3705,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ간만에 배꼽잡고웃었다 충현이행님인지 동생인지관심없지만 고맙소 ㅋㅋㅋㄴㅋㅋㅋㅋㅋㅋㅋㅋ,0,2025-05-04T02:39:03Z,2025-05-04T02:39:03Z,0
UgzvP4tp7UK1pSsdw0Z4AaABAg,__OwHjFkTuk,main_comment,,@skykjt,http://www.youtube.com/@skykjt,아 간만에 눈물나게 웃었네욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,48,2025-05-03T01:36:27Z,2025-05-03T01:36:27Z,1
UgzvP4tp7UK1pSsdw0Z4AaABAg.AHdaJJGsZUQAHx7m3luQtb,__OwHjFkTuk,reply,UgzvP4tp7UK1pSsdw0Z4AaABAg,@extrahuman9826,http://www.youtube.com/@extrahuman9826,아임쏘리 쓰미마셍ㅋㅋ,0,2025-05-10T15:43:11Z,2025-05-10T15:43:11Z,0
Ugz-lle9At2BJYrLt8N4AaABAg,__OwHjFkTuk,main_comment,,@sori_1000z,http://www.youtube.com/@sori_1000z,Ai가 인간보다 좋은거 찿아냈음. 화를 안냄. 인정을 잘함.,2,2025-05-09T00:43:10Z,2025-05-09T00:43:10Z,0
UgzQkuILLtnjyo3o2NN4AaABAg,__OwHjFkTuk,main_comment,,@user_bigboss,http://www.youtube.com/@user_bigboss,쓰미마셍은 진짜 놀리는거 맞는거 같은데? ㅋㅋㅋㅋㅋㅋ,1315,2025-04-30T10:35:03Z,2025-04-30T10:35:03Z,6
UgzQkuILLtnjyo3o2NN4AaABAg.AHXpZTHGfwJAHXv9occ6Lt,__OwHjFkTuk,reply,UgzQkuILLtnjyo3o2NN4AaABAg,@GG_Idle,http://www.youtube.com/@GG_Idle,쓰미마셍은 진짜 골때리네ㅋㅋㅋㅋㅋㅋㅋ,32,2025-04-30T11:23:58Z,2025-04-30T11:23:58Z,0
UgzQkuILLtnjyo3o2NN4AaABAg.AHXpZTHGfwJAHYYCZ46vN7,__OwHjFkTuk,reply,UgzQkuILLtnjyo3o2NN4AaABAg,@ushdgjei,http://www.youtube.com/@ushdgjei,소리마져도 이상해 ㅋㅋㅋㅋㅋ,27,2025-04-30T17:13:52Z,2025-04-30T17:13:52Z,0
